,0
2123,6.28
2124,3.95
2125,54.88
2126,50.7
2127,77.99
2128,2.12
2129,30.6
2130,25.67
2131,64.31
2132,0.575
2133,229.82
2134,6.7737
2135,0.385
2136,5.14
2137,53.8
2138,13.65
2139,68.84
2140,77.33
2141,10.0
2142,39.96
2143,120.14
2144,1.71
2145,26.45
2146,21.38
2147,37.21
2148,51.94
2149,127.84
2150,12.77
2151,30.43
2152,4.25
2153,73.07
2154,6.0
2155,25.28
2156,0.68
2157,17.08
2158,203.63
2159,9.55
2160,17.28
2161,77.42
2162,8.87
2163,67.77
2164,38.64
2165,22.69
2166,30.18
2167,3.82
2168,22.51
2169,8.5
2170,19.08
2171,100.95
2172,12.61
2173,28.45
2174,12.18
2175,0.5885
2176,10.31
2177,29.56
2178,49.18
2179,246.85
2180,91.6
2181,12.75
2182,45.51
2183,3.6
2184,25.3458
2185,62.76
2186,9.52
2187,92.53
2188,9.44
2189,58.0
2190,6.9
2191,38.75
2192,32.948
2193,25.71
2194,11.98
2195,46.41
2196,6.68
2197,61.94
2198,18.8
2199,49.56
2200,21.07
2201,52.43
2202,6.37
2203,166.58
2204,21.58
2205,6.53
2206,4.09
2207,17.12
2208,81.55
2209,18.05
2210,33.91
2211,96.07
2212,77.11
2213,8.5735
2214,118.04
2215,21.43
2216,26.73
2217,12.22
2218,33.5
2219,57.4
2220,2.15
2221,10.74
2222,65.3784
2223,59.63
2224,127.41
2225,16.5381
2226,3.11
2227,14.24
2228,8.65
2229,23.99
2230,31.6
2231,54.1505
2232,9.98
2233,2.8881
2234,28.06
2235,24.85
2236,18.73
2237,7.44
2238,3.7
2239,42.75
2240,151.48
2241,87.63
2242,8.4
2243,20.7233
2244,49.75
2245,19.52
2246,2.0
2247,15.2
2248,220.68
2249,5.29
2250,10.9
2251,58.18
2252,8.93
2253,13.66
2254,4.17
2255,14.25
2256,28.0
2257,41.52
2258,4.26
2259,8.44
2260,65.57
2261,173.1
2262,1.49
2263,24.75
2264,16.57
2265,19.63
2266,10.76
2267,2.0
2268,30.96
2269,379.11
2270,101.9949
2271,36.32
2272,12.22
2273,47.25
2274,11.56
2275,2.52
2276,77.64
2277,1.0
2278,6.92
2279,35.67
2280,18.15
2281,16.39
2282,78.06
2283,31.77
2284,11.39
2285,139.4
2286,45.7
2287,3.99
2288,27.75
2289,8.75
2290,15.81
2291,14.11
2292,1.85
2293,24.51
2294,13.48
2295,6.83
2296,30.46
2297,43.25
2298,4.01
2299,38.74
2300,12.2
2301,4.08
2302,45.37
2303,16.41
2304,6.17
2305,9.1
2306,95.69
2307,15.75
2308,4.1
2309,25.2508
2310,12.9
2311,23.46
2312,10.45
2313,3.27
2314,2.66
2315,24.07
2316,86.14
2317,39.83
2318,25.11
2319,33.55
2320,4.98
2321,64.36
2322,6.68
2323,0.2574
2324,20.59
2325,16.85
2326,22.79
2327,1.18
2328,0.62
2329,4.55
2330,63.75
2331,4.85
2332,23.08
2333,4.63
2334,12.62
2335,70.17
2336,14.25
2337,47.99
2338,1.88
2339,35.52
2340,1.27
2341,27.49
2342,7.87
2343,1.12
2344,18.84
2345,7.7
2346,0.4077
2347,5.91
2348,7.71
2349,14.378
2350,24.01
2351,4.83
2352,75.75
2353,28.68
2354,94.48
2355,75.97
2356,34.47
2357,16.45
2358,16.94
2359,91.23
2360,15.06
2361,37.24
2362,45.54
2363,61.79
2364,23.58
2365,2.49
2366,45.44
2367,8.31
2368,15.38
2369,3.95
2370,24.79
2371,9.77
2372,11.4
2373,27.367
2374,5.38
2375,45.35
2376,24.3
2377,20.99
2378,25.96
2379,40.45
2380,3.03
2381,6.71
2382,2.02
2383,78.07
2384,7.49
2385,17.4
2386,6.1
2387,35.77
2388,54.14
2389,28.95
2390,6.16
2391,7.3235
2392,83.6
2393,25.39
2394,33.94
2395,3.22
2396,34.13
2397,12.2
2398,8.65
2399,9.94
2400,4.55
2401,19.17
2402,7.74
2403,1.15
2404,2.4699
2405,16.43
2406,22.51
2407,2.59
2408,87.9
2409,12.46
2410,23.22
2411,20.7
2412,41.66
2413,9.49
2414,204.13
2415,4.24
2416,7.52
2417,77.53
2418,11.745
2419,23.09
2420,64.49
2421,79.51
2422,9.15
2423,35.7
2424,12.02
2425,10.27
2426,20.009
2427,62.4
2428,25.91
2429,0.53
2430,14.54
2431,7.73
2432,2.62
2433,29.125
2434,16.63
2435,5.44
2436,39.09
2437,1.39
2438,0.3505
2439,67.92
2440,24.09
2441,15.04
2442,40.81
2443,25.2
2444,14.41
2445,9.91
2446,117.95
2447,95.11
2448,4.2933
2449,19.99
2450,29.3812
2451,5.01
2452,9.2
2453,13.2
2454,4.65
2455,37.36
2456,105.23
2457,17.4
2458,13.35
2459,17.0
2460,114.85
2461,27.65
2462,14.24
2463,102.46
2464,30.18
2465,11.35
2466,9.89
2467,126.36
2468,11.52
2469,103.72
2470,1.52
2471,12.53
2472,81.95
2473,16.44
2474,26.33
2475,234.2
2476,2.14
2477,6.16
2478,34.0
2479,12.98
2480,18.06
2481,7.55
2482,20.17
2483,19.5
2484,138.45
2485,1.19
2486,30.03
2487,8.53
2488,6.3
2489,0.472
2490,33.815
2491,25.02
2492,79.3
2493,34.85
2494,8.97
2495,15.05
2496,48.63
2497,40.61
2498,0.8502
2499,79.25
2500,9.78
2501,25.95
2502,6.33
2503,42.17
2504,52.12
2505,6.243
2506,5.5
2507,31.22
2508,20.31
2509,2.72
2510,19.52
2511,9.18
2512,1.43
2513,102.55
2514,78.51
2515,2.82
2516,29.87
2517,19.52
2518,9.79
2519,45.0
2520,12.6597
2521,6.54
2522,29.53
2523,43.24
2524,13.82
2525,115.63
2526,18.0
2527,25.54
2528,25.02
2529,24.9465
2530,18.1
2531,7.86
2532,11.14
2533,50.4
2534,42.88
2535,35.3
2536,81.3133
2537,18.25
2538,1.0599
2539,14.5
2540,8.42
2541,7.89
2542,2.23
2543,65.48
2544,10.3
2545,169.17
2546,2.55
2547,11.35
2548,119.74
2549,119.8
2550,34.04
2551,1.86
2552,43.44
2553,3.07
2554,1.35
2555,0.58
2556,68.21
2557,19.35
2558,66.92
2559,35.13
2560,27.95
2561,8.4
2562,7.29
2563,7.8
2564,5.99
2565,29.26
2566,63.79
2567,45.6
2568,17.64
2569,2.15
2570,59.09
2571,107.16
2572,37.08
2573,25.15
2574,34.0
2575,70.02
2576,642.24
2577,10.36
2578,10.32
2579,3.68
2580,12.87
2581,292.95
2582,12.75
2583,11.7
2584,21.1
2585,0.8939
2586,87.21
2587,0.54
2588,0.44
2589,122.0
2590,5.88
2591,164.3
2592,144.7
2593,4.95
2594,0.52
2595,27.95
2596,305.0
2597,3.15
2598,69.85
2599,19.54
2600,1.02
2601,98.79
2602,0.76
2603,6.47
2604,104.8
2605,2.1
2606,16.49
2607,18.74
2608,4.66
2609,15.05
2610,8.0
2611,12.88
2612,24.83
2613,11.0
2614,19.8
2615,13.85
2616,3.88
2617,119.76
2618,27.41
2619,70.17
2620,30.9719
2621,19.85
2622,1.9
2623,30.13
2624,25.3
2625,1.28
2626,1.25
2627,0.483
2628,5.57
2629,14.22
2630,10.16
2631,3.04
2632,298.59
2633,44.8
2634,28.54
2635,20.07
2636,0.18
2637,158.5
2638,2.65
2639,199.71
2640,15.95
2641,53.91
2642,32.715
2643,14.7
2644,28.09
2645,5.0
2646,25.0
2647,1.1
2648,25.8
2649,5.85
2650,56.32
2651,25.28
2652,24.45
2653,12.53
2654,99.76
2655,30.81
2656,14.19
2657,177.24
2658,6.28
2659,25.68
2660,288.0
2661,8.15
2662,24.97
2663,6.95
2664,5.46
2665,28.0
2666,5.17
2667,1.29
2668,25.55
2669,27.54
2670,94.51
2671,10.36
2672,12.44
2673,5.71
2674,50.97
2675,16.3
2676,21.45
2677,0.6758
2678,32.21
2679,13.55
2680,7.46
2681,5.19
2682,25.58
2683,25.78
2684,67.1
2685,1.0599
2686,128.92
2687,17.77
2688,25.15
2689,2.67
2690,5.64
2691,25.0
2692,25.08
2693,1.38
2694,53.95
2695,4.94
2696,25.1
2697,215.48
2698,13.58
2699,6.07
2700,3.785
2701,15.92
2702,1.145
2703,4.36
2704,8.24
2705,31.62
2706,7.5455
2707,3.55
2708,9.82
2709,93.7
2710,2.22
2711,85.26
2712,9.18
2713,27.99
2714,25.45
2715,7.89
2716,3.3
2717,135.75
2718,100.58
2719,148.65
2720,119.88
2721,24.25
2722,11.61
2723,104.22
2724,172.38
2725,85.26
2726,9.75
2727,2.25
2728,30.23
2729,1.53
2730,31.03
2731,1.79
2732,9.96
2733,4.18
2734,14.32
2735,25.58
2736,39.18
2737,0.8588
2738,19.6
2739,18.73
2740,178.69
2741,0.3849
2742,11.4
2743,11.6
2744,70.23
2745,103.12
2746,4.7
2747,154.09
2748,1170.05
2749,4.85
2750,15.63
2751,7.07
2752,7.45
2753,11.52
2754,25.95
2755,10.19
2756,33.6
2757,4.28
2758,74.39
2759,34.3
2760,62.86
2761,0.3948
2762,1.58
2763,5.17
2764,7.54
2765,32.06
2766,37.91
2767,31.48
2768,11.4
2769,13.67
2770,6.7
2771,2.93
2772,1.3
2773,7.15
2774,9.08
2775,81.14
2776,11.31
2777,19.28
2778,1.19
2779,17.74
2780,2.49
2781,143.5644
2782,4.47
2783,21.17
2784,21.64
2785,12.66
2786,192.99
2787,116.35
2788,14.41
2789,13.92
2790,2.34
2791,11.1
2792,48.74
2793,13.04
2794,37.1933
2795,21.22
2796,2.16
2797,25.83
2798,18.8
2799,37.995
2800,20.72
2801,12.13
2802,28.47
2803,8.77
2804,25.4
2805,22.44
2806,2.43
2807,22.37
2808,0.962
2809,0.7619
2810,8.14
2811,40.01
2812,45.52
2813,5.57
2814,28.39
2815,1.145
2816,44.56
2817,27.9422
2818,0.4463
2819,68.38
2820,11.15
2821,8.83
2822,7.47
2823,4.86
2824,3.16
2825,29.61
2826,14.32
2827,25.49
2828,23.1
2829,32.83
2830,18.0
2831,75.2
2832,119.54
2833,17.77
2834,22.83
2835,184.08
2836,25.8386
2837,78.23
2838,17.38
2839,48.4
2840,8.79
2841,8.601
2842,44.7
2843,3.65
2844,1.88
2845,61.92
2846,14.87
2847,9.23
2848,12.62
2849,1.23
2850,41.36
2851,25.42
2852,35.16
2853,70.34
2854,208.22
2855,2.49
2856,31.0
2857,204.92
2858,0.73
2859,38.74
2860,10.08
2861,14.41
2862,18.5
2863,8.9
2864,25.67
2865,9.35
2866,50.15
2867,3.84
2868,34.8
2869,25.02
2870,112.51
2871,25.2067
2872,18.09
2873,24.0
2874,114.02
2875,2.55
2876,5.46
2877,30.625
2878,24.9
2879,2.6678
2880,25.21
2881,3.79
2882,18.6
2883,7.65
2884,12.1
2885,41.45
2886,33.1
2887,4.43
2888,23.25
2889,43.455
2890,25.37
2891,55.37
2892,119.95
2893,3.9
2894,17.94
2895,36.68
2896,9.8
2897,56.66
2898,154.25
2899,7.1
2900,5.25
2901,2.0
2902,24.91
2903,14.35
2904,109.64
2905,66.32
2906,28.91
2907,23.59
2908,39.91
2909,10.6
2910,6.15
2911,23.1
2912,25.8166
2913,3.7105
2914,7.05
2915,14.2914
2916,24.06
2917,20.57
2918,25.0
2919,9.82
2920,25.77
2921,3.95
2922,57.59
2923,8.83
2924,2.77
2925,52.78
2926,46.86
2927,54.1
2928,5.585
2929,71.75
2930,24.02
2931,6.93
2932,18.75
2933,153.11
2934,7.5
2935,1.165
2936,4.46
2937,343.5
2938,14.23
2939,27.57
2940,85.99
2941,200.72
2942,79.1
2943,26.27
2944,88.69
2945,1.26
2946,23.72
2947,6.86
2948,24.93
2949,3.0805
2950,16.54
2951,15.5
2952,8.44
2953,8.905
2954,3.62
2955,5.2452
2956,50.17
2957,2.57
2958,17.52
2959,32.59
2960,89.29
2961,25.6805
2962,26.52
2963,13.27
2964,30.7
2965,9.75
2966,8.02
2967,83.25
2968,0.83
2969,19.57
2970,98.85
2971,18.75
2972,9.79
2973,18.11
2974,63.61
2975,70.95
2976,0.4102
2977,1.19
2978,11.38
2979,2.14
2980,55.8
2981,252.0202
2982,44.47
2983,4.48
2984,190.88
2985,4.02
2986,77.91
2987,18.78
2988,7.03
2989,10.3
2990,32.3261
2991,0.98
2992,6.27
2993,2.59
2994,15.99
2995,1.18
2996,90.77
2997,33.77
2998,16.13
2999,13.4
3000,83.62
3001,57.2
3002,23.3083
3003,13.15
3004,4.95
3005,6.17
3006,20.22
3007,102.57
3008,3.09
3009,0.8733
3010,3.61
3011,9.55
3012,19.33
3013,106.73
3014,68.56
3015,63.44
3016,1.95
3017,47.32
3018,2.54
3019,13.13
3020,29.12
3021,23.3869
3022,2.86
3023,21.76
3024,19.46
3025,69.53
3026,74.51
3027,10.45
3028,28.69
3029,25.11
3030,1.1
3031,59.18
3032,93.71
3033,10.25
3034,16.03
3035,42.01
3036,126.59
3037,10.3
3038,3.57
3039,40.14
3040,107.6686
3041,52.77
3042,12.04
3043,1.55
3044,160.43
3045,0.859
3046,42.48
3047,1.07
3048,16.56
3049,262.63
3050,112.83
3051,21.83
3052,4.0
3053,42.27
3054,173.04
3055,45.1
3056,29.39
3057,75.01
3058,354.98
3059,8.72
3060,1.54
3061,14.56
3062,5.46
3063,43.49
3064,7.39
3065,13.5
3066,11.1
3067,2.85
3068,53.0
3069,15.91
3070,36.98
3071,78.86
3072,22.49
3073,5.95
3074,30.38
3075,0.4
3076,42.77
3077,1.72
3078,35.28
3079,25.77
3080,23.069
3081,35.67
3082,9.85
3083,83.51
3084,0.2
3085,3.4
3086,126.75
3087,8.19
3088,48.32
3089,20.68
3090,8.95
3091,158.8
3092,23.5
3093,74.27
3094,2.67
3095,62.02
3096,68.3
3097,0.08
3098,38.5
3099,0.13
3100,0.2
3101,97.44
3102,96.94
3103,14.9
3104,35.96
3105,7.67
3106,26.2
3107,4.15
3108,232.22
3109,12.18
3110,11.94
3111,2.9684
3112,9.75
3113,21.83
3114,47.57
3115,3.47
3116,17.0
3117,25.14
3118,5.83
3119,43.43
3120,54.72
3121,33.64
3122,13.51
3123,134.0
3124,18.1
3125,57.4823
3126,15.13
3127,18.45
3128,42.0
3129,17.57
3130,10.18
3131,24.8
3132,91.03
3133,61.5
3134,50.31
3135,9.21
3136,17.92
3137,2.7
3138,17.04
3139,32.95
3140,9.4495
3141,35.21
3142,26.78
3143,15.45
3144,32.73
3145,25.63
3146,34.49
3147,24.23
3148,2.97
3149,4.2225
3150,0.528
3151,43.15
3152,21.5885
3153,14.23
3154,5.07
3155,4.69
3156,10.33
3157,27.36
3158,55.58
3159,17.0407
3160,23.2136
3161,0.97
3162,129.37
3163,28.21
3164,3.377
3165,20.58
3166,5.9
3167,0.95
3168,7.9
3169,6.39
3170,36.81
3171,26.59
3172,1.03
3173,1.83
3174,1190.0
3175,15.11
3176,37.24
3177,44.25
3178,27.74
3179,48.71
3180,52.46
3181,1.28
3182,47.07
3183,6.6
3184,2.0
3185,33.51
3186,92.7
3187,14.84
3188,28.31
3189,10.91
3190,31.17
3191,32.88
3192,10.42
3193,33.46
3194,6.4214
3195,14.34
3196,66.98
3197,25.74
3198,3.98
3199,1.77
3200,6.37
3201,26.88
3202,49.2
3203,9.04
3204,11.34
3205,136.76
3206,23.66
3207,35.39
3208,4.98
3209,4.56
3210,11.48
3211,19.7
3212,351.38
3213,53.35
3214,90.46
3215,29.64
3216,44.88
3217,25.01
3218,40.98
3219,15.48
3220,59.62
3221,24.8
3222,12.2
3223,12.1301
3224,11.47
3225,6.35
3226,3.89
3227,2.35
3228,0.15
3229,1119.4995
3230,10.7
3231,35.6
3232,19.79
3233,25.5
3234,8.22
3235,8.8
3236,85.2
3237,1.3609
3238,14.43
3239,2.95
3240,4.37
3241,25.5
3242,28.3
3243,1.22
3244,24.26
3245,5.4
3246,56.37
3247,4.71
3248,4250.55
3249,17.65
3250,58.79
3251,58.3
3252,4.54
3253,130.56
3254,133.75
3255,15.05
3256,2.45
3257,44.9
3258,24.03
3259,31.3
3260,56.7006
3261,5.07
3262,13.21
3263,1.24
3264,7.39
3265,67.8
3266,28.9
3267,23.4
3268,18.9097
3269,9.43
3270,154.77
3271,0.45
3272,352.56
3273,49.0
3274,8.4
3275,6.38
3276,55.17
3277,65.58
3278,82.6
3279,3.62
3280,0.813
3281,75.67
3282,92.1
3283,45.14
3284,14.78
3285,7.6
3286,115.45
3287,43.91
3288,45.72
3289,90.08
3290,14.0274
3291,2.64
3292,12.14
3293,8.19
3294,12.0
3295,25.16
3296,22.26
3297,2.02
3298,5.58
3299,41.48
3300,18.24
3301,25.45
3302,52.7826
3303,156.18
3304,104.47
3305,57.4
3306,3.27
3307,10.91
3308,19.89
3309,31.21
3310,18.02
3311,8.94
3312,26.3
3313,9.7
3314,13.27
3315,10.01
3316,19.82
3317,28.39
3318,1501.97
3319,29.3
3320,33.51
3321,12.05
3322,0.6143
3323,3.2555
3324,71.8
3325,12.88
3326,4.61
3327,0.7822
3328,3.01
3329,78.45
3330,3.0
3331,6.95
3332,40.29
3333,15.38
3334,5.53
3335,101.0
3336,1014.0
3337,54.63
3338,28.5
3339,45.05
3340,20.43
3341,13.9
3342,7.505
3343,67.59
3344,5.35
3345,14.81
3346,19.62
3347,26.73
3348,13.85
3349,114.96
3350,1.65
3351,10.67
3352,26.0
3353,40.54
3354,12.6
3355,6.08
3356,24.9465
3357,8.47
3358,19.61
3359,22.71
3360,47.84
3361,34.2
3362,6.32
3363,25.33
3364,16.24
3365,15.35
3366,140.06
3367,28.94
3368,99.62
3369,12.56
3370,31.71
3371,32.2
3372,118.84
3373,0.91
3374,3.2401
3375,8.6
3376,32.94
3377,2.8
3378,17.96
3379,15.5
3380,8.163
3381,21.71
3382,224.46
3383,60.85
3384,11.6
3385,57.39
3386,17.1818
3387,51.95
3388,26.31
3389,78.76
3390,48.94
3391,4.12
3392,80.16
3393,3.58
3394,2.26
3395,4.525
3396,2.39
3397,7.16
3398,4.81
3399,82.0
3400,22.26
3401,36.91
3402,88.09
3403,0.4
3404,10.34
3405,0.67
3406,10.8001
3407,4.24
3408,72.35
3409,3.3
3410,2.0802
3411,35.57
3412,17.45
3413,32.15
3414,24.33
3415,3.05
3416,25.67
3417,24.72
3418,28.18
3419,24.38
3420,60.68
3421,57.71
3422,77.71
3423,44.64
3424,41.42
3425,4.8
3426,4.8
3427,14.34
3428,5.21
3429,25.1
3430,74.1
3431,15.5
3432,0.85
3433,3.51
3434,28.42
3435,75.33
3436,39.27
3437,26.27
3438,0.6386
3439,3.5
3440,73.81
3441,79.75
3442,33.5
3443,54.84
3444,12.0204
3445,87.38
3446,4.62
3447,17.05
3448,38.11
3449,7.945
3450,29.12
3451,12.51
3452,116.06
3453,5.8834
3454,3.06
3455,30.23
3456,17.63
3457,16.74
3458,100.89
3459,117.54
3460,13.49
3461,396.44
3462,34.78
3463,37.74
3464,41.05
3465,0.7105
3466,2.95
3467,23.46
3468,4.35
3469,1.52
3470,56.76
3471,23.41
3472,3.11
3473,37.4
3474,2.36
3475,0.2366
3476,12.39
3477,0.85
3478,28.77
3479,33.36
3480,34.74
3481,8.2
3482,12.36
3483,59.15
3484,29.73
3485,4.45
3486,29.51
3487,25.2975
3488,33.66
3489,97.53
3490,9.22
3491,1.65
3492,81.4999
3493,18.0
3494,1.72
3495,8.34
3496,1.12
3497,81.02
3498,6.45
3499,19.7
3500,2.6
3501,39.25
3502,12.94
3503,1.8
3504,3.7
3505,25.62
3506,14.51
3507,24.748
3508,6.0
3509,4.7
3510,25.89
3511,3.85
3512,30.8
3513,10.42
3514,1.87
3515,52.295
3516,0.64
3517,31.78
3518,25.56
3519,34.2
3520,36.95
3521,8.8
3522,25.41
3523,16.44
3524,65.82
3525,51.0
3526,3.15
3527,21.5
3528,11.25
3529,71.17
3530,17.6991
3531,27.73
3532,34.18
3533,93.44
3534,8.31
3535,25.3842
3536,2.875
3537,40.81
3538,5.9
3539,231.03
3540,43.04
3541,7.99
3542,237.41
3543,25.11
3544,4.55
3545,39.57
3546,24.96
3547,4.37
3548,38.59
3549,6.45
3550,36.23
3551,80.24
3552,65.34
3553,57.92
3554,28.16
3555,30.74
3556,146.84
3557,21.9604
3558,17.17
3559,47.22
3560,9.82
3561,5.72
3562,1.14
3563,267.66
3564,7.03
3565,38.0
3566,65.56
3567,1.59
3568,22.46
3569,5.23
3570,1.74
3571,1.51
3572,15.05
3573,17.83
3574,13.01
3575,33.43
3576,18.82
3577,48.0
3578,0.7315
3579,1.65
3580,89.53
3581,9.05
3582,20.65
3583,113.86
3584,9.925
3585,87.23
3586,20.7
3587,5.25
3588,70.25
3589,1.35
3590,30.88
3591,9.05
3592,2.44
3593,24.69
3594,132.35
3595,5.53
3596,23.75
3597,8.32
3598,18.96
3599,23.75
3600,1.5301
3601,5.5
3602,14.83
3603,19.39
3604,27.92
3605,65.28
3606,28.16
3607,4.4
3608,5.75
3609,1.47
3610,32.87
3611,11.6
3612,10.27
3613,18.05
3614,4.93
3615,10.1952
3616,29.77
3617,0.4
3618,25.26
3619,37.74
3620,12.05
3621,6.89
3622,16.48
3623,23.5
3624,26.49
3625,40.31
3626,3.3
3627,2.0247
3628,46.2
3629,9.78
3630,144.7527
3631,25.3
3632,16.0
3633,21.95
3634,35.4
3635,40.29
3636,59.25
3637,4.1
3638,0.49
3639,344.33
3640,27.28
3641,51.95
3642,22.55
3643,21.87
3644,33.73
3645,31.16
3646,1.82
3647,4.99
3648,7.48
3649,27.13
3650,31.67
3651,24.6
3652,4.34
3653,4.08
3654,40.97
3655,1.32
3656,8.15
3657,10.03
3658,27.32
3659,116.38
3660,18.05
3661,10.65
3662,0.5187
3663,11.84
3664,366.11
3665,59.77
3666,35.67
3667,23.6
3668,2.3
3669,57.67
3670,9.69
3671,86.38
3672,8.92
3673,8.69
3674,16.69
3675,89.71
3676,20.0
3677,19.82
3678,56.4
3679,19.4434
3680,15.6
3681,34.3
3682,53.94
3683,45.22
3684,9.925
3685,38.95
3686,91.66
3687,61.4
3688,3.7
3689,89.13
3690,27.05
3691,5.4
3692,74.3
3693,3.2
3694,13.86
3695,21.1
3696,12172.2453
3697,132.4
3698,5.73
3699,5.36
3700,63.32
3701,33.0
3702,9.84
3703,18.63
3704,18.602
3705,23.53
3706,25.91
3707,0.8814
3708,0.3299
3709,82.95
3710,12.51
3711,2.29
3712,55.77
3713,1.57
3714,2.14
3715,3.25
3716,3.64
3717,6.91
3718,6.85
3719,3.87
3720,29.72
3721,19.94
3722,103.43
3723,45.56
3724,12.13
3725,24.9
3726,17.34
3727,16.26
3728,31.59
3729,9.8
3730,45.99
3731,1675.22
3732,29.65
3733,15.0
3734,17.18
3735,6.9
3736,10.01
3737,16.67
3738,9.32
3739,1.64
3740,11.65
3741,56.09
3742,33.85
3743,13.21
3744,77.83
3745,4.25
3746,0.7727
3747,115.91
3748,23.05
3749,6.68
3750,80.53
3751,27.2995
3752,105.2
3753,2.5
3754,26.53
3755,26.61
3756,60.2
3757,0.898
3758,10.53
3759,133.49
3760,1.65
3761,10.0
3762,27.9635
3763,1.081
3764,25.25
3765,56.93
3766,16.25
3767,19.76
3768,4.24
3769,60.56
3770,41.68
3771,83.41
3772,5.75
3773,12.5
3774,15.33
3775,44.94
3776,25.14
3777,22.09
3778,7.7
3779,1131.95
3780,20.04
3781,45.13
3782,23.34
3783,1.42
3784,25.46
3785,169.91
3786,25.1
3787,6.9
3788,11.43
3789,39.715
3790,1.41
3791,1.87
3792,1.85
3793,24.75
3794,5.29
3795,2.78
3796,7.91
3797,9.3601
3798,50.05
3799,5.81
3800,3.39
3801,18.29
3802,20.75
3803,0.6199
3804,43.7
3805,28.71
3806,36.0
3807,4.63
3808,35.25
3809,4.98
3810,127.58
3811,90.37
3812,7.02
3813,15.98
3814,20.85
3815,25.77
3816,79.35
3817,63.79
3818,1.97
3819,7.34
3820,3.33
3821,71.66
3822,22.41
3823,48.3
3824,9.87
3825,144.22
3826,108.17
3827,45.19
3828,7.19
3829,5.25
3830,14.8
3831,44.07
3832,8.359
3833,61.31
3834,0.6039
3835,52.26
3836,17.06
3837,12.34
3838,10.91
3839,42.48
3840,4.89
3841,55.31
3842,31.93
3843,86.38
3844,29.75
3845,20.43
3846,316.56
3847,5.51
3848,34.59
3849,2.12
3850,5.3699
3851,0.7
3852,6.3
3853,2.57
3854,36.21
3855,3.25
3856,2.03
3857,6.85
3858,8.07
3859,47.76
3860,67.39
3861,1.38
3862,52.2
3863,15.0
3864,3.12
3865,76.34
3866,168.51
3867,1.88
3868,13.0
3869,73.66
3870,20.0
3871,7.05
3872,1.15
3873,6.99
3874,108.99
3875,23.95
3876,41.9
3877,64.65
3878,4.3
3879,113.64
3880,16.16
3881,35.17
3882,18.52
3883,25.16
3884,58.98
3885,20.77
3886,8.75
3887,13.95
3888,24.82
3889,27.19
3890,5.0847
3891,4.39
3892,26.31
3893,1.67
3894,36.98
3895,15.1492
3896,22.44
3897,6.18
3898,67.75
3899,22.6667
3900,6.0
3901,13.0
3902,167.0916
3903,1.89
3904,39.05
3905,12.56
3906,1.08
3907,0.331
3908,84.41
3909,21.605
3910,11.31
3911,11.85
3912,49.0
3913,14.0274
3914,2.6985
3915,1.03
3916,850.0
3917,13.49
3918,10.88
3919,21.6243
3920,26.9111
3921,2.22
3922,55.25
3923,59.58
3924,5.57
3925,3.84
3926,54.26
3927,5.14
3928,29.62
3929,32.5
3930,56.35
3931,64.48
3932,22.25
3933,3.22
3934,2.42
3935,75.14
3936,7.78
3937,30.49
3938,21.07
3939,0.3886
3940,38.2
3941,20.78
3942,3.4194
3943,69.1
3944,7.45
3945,48.93
3946,39.55
3947,21.05
3948,26.57
3949,102.248
3950,58.95
3951,215.78
3952,29.83
3953,6.82
3954,177.0
3955,0.2383
3956,185.82
3957,99.61
3958,1495.3196
3959,155.0307
3960,38.49
3961,18.0
3962,71.84
3963,25.76
3964,137.82
3965,25.69
3966,3.11
3967,9.87
3968,2800.0
3969,3.91
3970,35.23
3971,220.336
3972,98.91
3973,11.25
3974,11.7
3975,7.5
3976,45.27
3977,95.83
3978,55.67
3979,10.72
3980,28.83
3981,87.75
3982,3.68
3983,0.801
3984,119.74
3985,8.18
3986,91.61
3987,16.0112
3988,87.69
3989,14.54
3990,32.2
3991,53.8
3992,3.73
3993,3.21
3994,1.99
3995,26.025
3996,29.38
3997,4.52
3998,72.33
3999,55.8
4000,10.3
4001,15.3
4002,3.68
4003,25.87
4004,10.91
4005,1.05
4006,18.29
4007,48.98
4008,1.0
4009,21.2
4010,1.91
4011,15.5
4012,41.99
4013,2.5505
4014,88.36
4015,73.24
4016,12.87
4017,19.01
4018,20.03
4019,19.89
4020,92.25
4021,1.2
4022,55.44
4023,8.11
4024,127.26
4025,32.32
4026,13.47
4027,35.7
4028,13.12
4029,5.23
4030,124.06
4031,21.7
4032,42.99
4033,61.09
4034,28.0
4035,31.0
4036,1.9786
4037,90.93
4038,99.05
4039,48.99
4040,15.0
4041,4.9055
4042,116.99
4043,19.94
4044,619.35
4045,6.0
4046,127.22
4047,17.2
4048,18.72
4049,34.9
4050,14.32
4051,218.3154
4052,17.7
4053,42.11
4054,18.5
4055,13.15
4056,446.53
4057,6.26
4058,9.0
4059,10.9
4060,43.83
4061,11.5
4062,10.78
4063,17.69
4064,22.45
4065,0.7641
4066,41.7
4067,14.05
4068,8.98
4069,10.45
4070,15.77
4071,1.94
4072,89.08
4073,19.85
4074,13.24
4075,83.92
4076,140.26
4077,37.89
4078,95.22
4079,46.91
4080,45.5
4081,23.3
4082,77.14
4083,5.31
4084,0.0999
4085,2.45
4086,60.64
4087,5.23
4088,5.49
4089,47.19
4090,54.91
4091,5.45
4092,17.0
4093,3.43
4094,582.94
4095,3.08
4096,25.72
4097,31.51
4098,73.8
4099,34.52
4100,3.38
4101,53.545
4102,65.19
