,0
4103,97.69
4104,70.0
4105,23.8
4106,2.2
4107,22.24
4108,29.91
4109,31.5
4110,7.65
4111,47.67
4112,49.52
4113,27.8
4114,30.8
4115,43.2
4116,1.75
4117,83.666
4118,2.17
4119,24.55
4120,6.05
4121,1.16
4122,74.76
4123,3.56
4124,124.1752
4125,10.1
4126,150.12
4127,23.9564
4128,10.89
4129,40.56
4130,55.33
4131,4.1
4132,33.3
4133,29.95
4134,2.44
4135,34.96
4136,86.98
4137,132.3
4138,47.74
4139,54.54
4140,14.89
4141,63.66
4142,9.47
4143,8.7
4144,2.0
4145,2.31
4146,10.74
4147,25.2818
4148,7.79
4149,45.03
4150,4.96
4151,3.5
4152,19.82
4153,21.03
4154,21787.5
4155,21.1
4156,146.8
4157,29.0
4158,9.5
4159,101.8
4160,12.62
4161,0.05
4162,13.65
4163,43.15
4164,705.67
4165,40.1432
4166,1.36
4167,0.91
4168,6.37
4169,8.95
4170,50.51
4171,18.49
4172,12.1
4173,3.11
4174,27.91
4175,61.94
4176,81.6
4177,3.73
4178,24.49
4179,25.2975
4180,13.77
4181,69.46
4182,9.94
4183,60.6061
4184,106.05
4185,38.62
4186,97.5
4187,14.025
4188,67.36
4189,84.55
4190,8.88
4191,56.65
4192,43.25
4193,153.48
4194,70.95
4195,7.314
4196,18.05
4197,20.38
4198,18.84
4199,174.09
4200,4.8
4201,24.98
4202,14.652
4203,39.26
4204,2.07
4205,49.45
4206,16.9207
4207,7.58
4208,1.415
4209,13.96
4210,39.83
4211,1.27
4212,45.22
4213,3.21
4214,2.7
4215,49.74
4216,4.8
4217,10.4
4218,72.44
4219,13.58
4220,22.15
4221,27.49
4222,39.06
4223,323.57
4224,2.68
4225,12.02
4226,6.93
4227,18.9
4228,16.77
4229,18.1
4230,30.82
4231,57.09
4232,0.32
4233,68.99
4234,217.61
4235,30.61
4236,15.36
4237,21.9
4238,41.7
4239,57.2
4240,10.98
4241,13.3205
4242,23.75
4243,102.248
4244,140.42
4245,20.85
4246,7.69
4247,7.81
4248,41.87
4249,11.72
4250,413.7
4251,27.1
4252,6.6
4253,19.2
4254,14.88
4255,14.33
4256,34.9
4257,0.4529
4258,3.48
4259,7.43
4260,14.78
4261,179.83
4262,3.01
4263,12.53
4264,22.01
4265,108.56
4266,1.9
4267,114.49
4268,5.04
4269,59.29
4270,2.11
4271,65.52
4272,52.5
4273,25.0
4274,9.82
4275,4.37
4276,80.01
4277,19.89
4278,10.61
4279,34.2903
4280,109.19
4281,25.3
4282,24.9
4283,3.68
4284,0.31
4285,13.9747
4286,3.2
4287,7.81
4288,37.643
4289,19.5
4290,1.99
4291,2.1801
4292,9.25
4293,52.36
4294,13.62
4295,21.61
4296,8.24
4297,27.75
4298,0.4847
4299,19.37
4300,9.12
4301,18.34
4302,5.94
4303,73.78
4304,3.76
4305,7.796
4306,48.3
4307,5.27
4308,3.29
4309,11.24
4310,16.08
4311,7.08
4312,18.14
4313,8.4
4314,40.31
4315,17.89
4316,11.64
4317,157.56
4318,2.2499
4319,3.98
4320,25.3
4321,27.29
4322,28.66
4323,1.72
4324,26.13
4325,25.15
4326,7.9976
4327,3.05
4328,5.4355
4329,67.34
4330,71.77
4331,28.05
4332,0.09
4333,10.56
4334,14.0252
4335,7.96
4336,78.13
4337,4.12
4338,26.4
4339,135.79
4340,10.02
4341,21.83
4342,3.73
4343,15.08
4344,12.27
4345,24.52
4346,38.65
4347,19.4
4348,8.83
4349,83.55
4350,28.46
4351,0.6397
4352,1.65
4353,27.255
4354,7.7
4355,27.0
4356,3.33
4357,17.0
4358,4.35
4359,49.0
4360,15.13
4361,3.38
4362,19.95
4363,165.71
4364,22.84
4365,21.41
4366,9.85
4367,41.06
4368,18.0
4369,9.6
4370,28.5
4371,43.38
4372,23.0
4373,78.42
4374,96.1
4375,30.6
4376,24.72
4377,19.6
4378,222.14
4379,14.6
4380,2.58
4381,8.26
4382,13.7
4383,28.78
4384,1.92
4385,20.12
4386,28.38
4387,35.25
4388,14.5
4389,6.37
4390,27.77
4391,1.36
4392,49.87
4393,12.4
4394,15.63
4395,3.9
4396,12.63
4397,33.71
4398,24.62
4399,6.207
4400,24.33
4401,10.62
4402,1.58
4403,25.05
4404,6.61
4405,2.05
4406,30.25
4407,48.0
4408,41.135
4409,21.775
4410,18.47
4411,14.2
4412,26.03
4413,299.93
4414,0.88
4415,0.3799
4416,13.29
4417,8.28
4418,33.81
4419,14.61
4420,0.8
4421,123.76
4422,11.72
4423,19.08
4424,7.27
4425,31.65
4426,74.95
4427,32.5
4428,13.16
4429,9.65
4430,85.81
4431,15.89
4432,32.16
4433,7.14
4434,76.59
4435,48.6
4436,23.88
4437,25.15
4438,20.2996
4439,109.06
4440,14.04
4441,58.21
4442,99.2
4443,6.31
4444,22.7
4445,23.36
4446,3.44
4447,329.0
4448,16.58
4449,34.66
4450,10.01
4451,11.42
4452,43.17
4453,48.83
4454,9.35
4455,60.68
4456,67.14
4457,35.96
4458,54.13
4459,436.52
4460,37.4
4461,40.16
4462,12.01
4463,10.285
4464,85.16
4465,8.66
4466,1.21
4467,2227.72
4468,24.95
4469,14.55
4470,6.67
4471,2.26
4472,9.45
4473,20.3
4474,194.67
4475,66.49
4476,42.3
4477,10.144
4478,27.27
4479,14.46
4480,2.07
4481,0.7
4482,18.28
4483,21.49
4484,7.77
4485,73.2
4486,76.5
4487,85.72
4488,52.53
4489,25.7434
4490,1.13
4491,27.4
4492,5.6
4493,23.316
4494,92.3
4495,3.16
4496,9.38
4497,105.2
4498,30.1819
4499,13.28
4500,45.26
4501,41.0006
4502,16.02
4503,2.25
4504,131.17
4505,60.45
4506,17.42
4507,7.0465
4508,7.01
4509,32.98
4510,15.12
4511,15.27
4512,25.77
4513,25.97
4514,100.52
4515,67.35
4516,45.05
4517,20.29
4518,251.64
4519,17.9218
4520,38.5
4521,62.63
4522,26.6
4523,3.15
4524,25.015
4525,30.88
4526,65.81
4527,25.3
4528,24.8
4529,13.76
4530,3.06
4531,21.9295
4532,6.13
4533,15.56
4534,33.27
4535,67.25
4536,8.92
4537,15.56
4538,116.78
4539,34.84
4540,3.65
4541,143.97
4542,65.95
4543,12.64
4544,20.74
4545,18.2
4546,24.5192
4547,218.95
4548,134.04
4549,46.3477
4550,10.14
4551,69.82
4552,25.04
4553,12.92
4554,36.65
4555,11.34
4556,20.83
4557,12.925
4558,84.27
4559,3.69
4560,25.95
4561,50.22
4562,7.17
4563,36.6
4564,119.57
4565,13.82
4566,55.22
4567,21.61
4568,5.05
4569,6.58
4570,1.34
4571,53.21
4572,13.2
4573,3.99
4574,13.0
4575,1.63
4576,15.0
4577,2.26
4578,3.83
4579,49.65
4580,19.6
4581,21.57
4582,11.6
4583,25.01
4584,11.9
4585,3.19
4586,19.67
4587,29.6
4588,2.4
4589,10.135
4590,10.13
4591,45.85
4592,27.03
4593,5.15
4594,0.45
4595,13.8
4596,11.6
4597,14.69
4598,121.72
4599,25.44
4600,7.89
4601,4.44
4602,36.56
4603,1.37
4604,43.85
4605,16.77
4606,117.25
4607,0.85
4608,14.72
4609,11.9
4610,5.12
4611,3.12
4612,103.3
4613,28.3
4614,63.11
4615,15.05
4616,15.78
4617,38.89
4618,8.19
4619,188.09
4620,2.42
4621,17.68
4622,27.0
4623,2.09
4624,10.1952
4625,33.41
4626,13.73
4627,114.26
4628,28.6
4629,1.88
4630,13.94
4631,49.1
4632,35.02
4633,31.48
4634,4.24
4635,16.16
4636,27.99
4637,63.1
4638,19.1
4639,80.11
4640,67.39
4641,40.74
4642,8.91
4643,41.59
4644,73.56
4645,3.16
4646,67.17
4647,65.75
4648,23.39
4649,393.46
4650,17.2
4651,7.58
4652,13.85
4653,27.91
4654,41.3
4655,121.42
4656,24.27
4657,64.2
4658,14.43
4659,10.598
4660,35.16
4661,24.06
4662,36.74
4663,0.8952
4664,41.34
4665,46.5
4666,52.33
4667,1.41
4668,8.59
4669,26.92
4670,37.24
4671,7.98
4672,1.36
4673,6.9
4674,4.75
4675,18.13
4676,17.7
4677,26.09
4678,1.95
4679,302.03
4680,92.85
4681,77.6
4682,0.43
4683,2.47
4684,50.25
4685,7.33
4686,86.37
4687,8.33
4688,16.7992
4689,13.45
4690,178.05
4691,16.3
4692,18.6002
4693,23.3
4694,22.29
4695,10.91
4696,160.19
4697,8.45
4698,4.817
4699,99.82
4700,246.37
4701,14.83
4702,25.91
4703,26.47
4704,15.39
4705,3.37
4706,66.58
4707,17.17
4708,1.04
4709,3.68
4710,12.09
4711,24.83
4712,30.48
4713,134.5
4714,1.59
4715,44.81
4716,3.8
4717,49.2
4718,108.08
4719,73.08
4720,13.53
4721,6.47
4722,58.39
4723,2.12
4724,21.11
4725,16.59
4726,7.3
4727,0.6898
4728,15.86
4729,12.2
4730,17.39
4731,10.1952
4732,18.8
4733,1.02
4734,153.16
4735,60.905
4736,4.17
4737,1.65
4738,0.4501
4739,3.69
4740,64.18
4741,25.64
4742,85.5
4743,3.92
4744,64.106
4745,9.725
4746,67.8
4747,1.2
4748,82.82
4749,40.63
4750,67.6
4751,8.25
4752,44.68
4753,14.3
4754,7.55
4755,15.39
4756,32.04
4757,6.15
4758,26.47
4759,21.18
4760,120.51
4761,61.01
4762,25.01
4763,70.31
4764,48.34
4765,8.8731
4766,10.0
4767,16.42
4768,18.32
4769,16.41
4770,7.084
4771,37.33
4772,6.35
4773,41.92
4774,1.44
4775,2.35
4776,9.08
4777,18.38
4778,30.69
4779,83.73
4780,168.4
4781,2.02
4782,5.0
4783,34.99
4784,84.9
4785,30.3
4786,15.7
4787,39.62
4788,110.49
4789,55.29
4790,39.09
4791,9.45
4792,26.1
4793,4.0
4794,4.66
4795,22.51
4796,22.35
4797,17.22
4798,27.7
4799,21.79
4800,10.36
4801,11.17
4802,125.33
4803,19.26
4804,56.59
4805,40.21
4806,85.54
4807,10.3
4808,36.23
4809,8.86
4810,8.44
4811,8.48
4812,12.95
4813,2.61
4814,43.11
4815,71.58
4816,49.07
4817,28.49
4818,23.96
4819,37.88
4820,127.88
4821,27.72
4822,68.24
4823,131.09
4824,8.1364
4825,35.03
4826,19.83
4827,1.33
4828,12.56
4829,4.17
4830,30.4667
4831,8.3
4832,16.5444
4833,4.83
4834,28.76
4835,73.0
4836,100.0
4837,10.7
4838,10.21
4839,8.68
4840,11.17
4841,5.877
4842,10.38
4843,2.31
4844,14.43
4845,40.1
4846,130.8
4847,28.12
4848,27.39
4849,10.85
4850,801.0
4851,44.71
4852,43.95
4853,3.46
4854,10.0201
4855,6.42
4856,47.8
4857,102.38
4858,15.26
4859,54.1
4860,1.82
4861,29.84
4862,21.4
4863,15.51
4864,29.72
4865,22.0
4866,91.65
4867,2.72
4868,217.64
4869,2.95
4870,24.83
4871,84.8
4872,54.1505
4873,42.35
4874,10.6
4875,9.225
4876,2.0
4877,4.35
4878,15.25
4879,5.9
4880,12.46
4881,15.61
4882,14.85
4883,24.92
4884,1.7
4885,0.4458
4886,30.61
4887,1386.71
4888,10.85
4889,13.0
4890,4.01
4891,9.65
4892,19.28
4893,44.49
4894,8.15
4895,56.61
4896,10.67
4897,34.52
4898,0.725
4899,126.81
4900,8.17
4901,10.94
4902,1.11
4903,29.12
4904,13.75
4905,17.46
4906,4.43
4907,3.28
4908,7.83
4909,30.23
4910,135.78
4911,0.2601
4912,26.58
4913,3.46
4914,12.84
4915,18.3
4916,10.16
4917,46.6
4918,142.63
4919,79.49
4920,38.47
4921,12.74
4922,20.45
4923,59.05
4924,4.1118
4925,5.18
4926,6.03
4927,53.9
4928,2.88
4929,4.36
4930,10.15
4931,31.15
4932,91.62
4933,49.1
4934,12.98
4935,41.81
4936,73.04
4937,16.89
4938,1.16
4939,10.4
4940,46.45
4941,30.26
4942,149.27
4943,2.28
4944,37.31
4945,6.9
4946,88.5075
4947,4.92
4948,4.12
4949,162.3
4950,1.53
4951,103.08
4952,12.13
4953,4.22
4954,16.2
4955,68.63
4956,2.9356
4957,136.81
4958,14.19
4959,0.94
4960,24.06
4961,34.81
4962,1.0
4963,12.93
4964,26.7
4965,16.62
4966,94.72
4967,0.8718
4968,17.16
4969,0.84
4970,0.9869
4971,3.76
4972,17.08
4973,27.4
4974,10.01
4975,36.7
4976,65.94
4977,23.77
4978,6.68
4979,26.14
4980,12.92
4981,25.03
4982,73.25
4983,6.9
4984,14.07
4985,1.61
4986,25.0
4987,15.46
4988,10.86
4989,10.4998
4990,155.06
4991,49.38
4992,30.34
4993,10.3
4994,4.89
4995,51.56
4996,55.96
4997,38.04
4998,131.58
4999,11.09
5000,19.25
5001,55.43
5002,26.3
5003,2.42
5004,8.94
5005,26.69
5006,11.11
5007,10.16
5008,0.595
5009,59.83
5010,36.205
5011,95.43
5012,13.0
5013,1.65
5014,2.74
5015,72.92
5016,15.27
5017,83.76
5018,3.62
5019,35.9848
5020,4.16
5021,24.679
5022,42.84
5023,2.95
5024,18.51
5025,2.41
5026,71.47
5027,16.28
5028,13.05
5029,135.26
5030,2.55
5031,188.65
5032,34.12
5033,5.81
5034,1.0
5035,5.07
5036,4.25
5037,25.87
5038,9.8
5039,11.48
5040,22.35
5041,4.19
5042,164.89
5043,3.31
5044,5.24
5045,106.09
5046,25.0203
5047,24.13
5048,26.07
5049,12.71
5050,1.55
5051,72.54
5052,39.0
5053,23.72
5054,197.0
5055,40.37
5056,40.35
5057,20.87
5058,7.14
5059,8.37
5060,8.18
5061,3.71
5062,18.14
5063,54.58
5064,83.28
5065,21.04
5066,6.1
5067,9.68
5068,29.37
5069,6.22
5070,3.98
5071,43.9
5072,2.41
5073,39.325
5074,18.4022
5075,51.97
5076,203.55
5077,173.35
5078,16.64
5079,25.43
5080,27.75
5081,13.17
5082,7.46
5083,15.0
5084,25.04
5085,211.31
5086,15.81
5087,25.8
5088,53.46
5089,31.65
5090,321.09
5091,36.11
5092,45.59
5093,35.36
5094,1.26
5095,17.2
5096,1.5
5097,25.82
5098,10.61
5099,0.565
5100,2.72
5101,56.57
5102,43.32
5103,17.16
5104,40.17
5105,1.42
5106,6.15
5107,35.04
5108,175.47
5109,0.95
5110,50.05
5111,11.46
5112,77.34
5113,85.65
5114,22.4253
5115,67.88
5116,3.16
5117,1.03
5118,6.26
5119,51.74
5120,15.99
5121,7.4924
5122,36.33
5123,187.05
5124,6.04
5125,0.7751
5126,98.54
5127,9.24
5128,25.16
5129,46.08
5130,13.95
5131,8.5
5132,43.33
5133,12.83
5134,1.42
5135,80.92
5136,19.56
5137,17.63
5138,28.04
5139,3.138
5140,31.43
5141,5.78
5142,13.2
5143,5.07
5144,35.5
5145,10.75
5146,272.83
5147,2.95
5148,26.3
5149,7.47
5150,125.0
5151,26.24
5152,4.68
5153,76.26
5154,14.85
5155,137.2
5156,149.45
5157,12.58
5158,2.57
5159,7.65
5160,20.36
5161,0.45
5162,300.02
5163,27.64
5164,5.83
5165,2.38
5166,10.52
5167,7.39
5168,166.67
5169,7.43
5170,1.58
5171,2.1997
5172,3.73
5173,15.48
5174,25.31
5175,24.23
5176,42.19
5177,42.12
5178,78.55
5179,4.3
5180,17.99
5181,165.5
5182,35.62
5183,42.38
5184,64.78
5185,1.8284
5186,24.94
5187,2.3
5188,38.5
5189,42.0
5190,17.7
5191,24.14
5192,222.47
5193,13.05
5194,22.44
5195,6.8
5196,36.17
5197,20.77
5198,3.99
5199,2.0199
5200,47.51
5201,47.24
5202,7.16
5203,33.87
5204,72.41
5205,15.76
5206,2.54
5207,64.79
5208,6.27
5209,2.53
5210,3.47
5211,9.15
5212,6.45
5213,20.65
5214,15.6
5215,23.33
5216,2.5
5217,197.7
5218,40.14
5219,32.33
5220,56.4
5221,7.19
5222,91.92
5223,17.28
5224,13.65
5225,10.28
5226,40.32
5227,38.06
5228,73.28
5229,14.31
5230,84.06
5231,2.17
5232,16.1
5233,22.73
5234,12.88
5235,20.2
5236,0.2201
5237,50.8
5238,7.8
5239,818.1
5240,0.4955
5241,57.32
5242,2.44
5243,5.8236
5244,38.89
5245,58.08
5246,10.9204
5247,1.24
5248,6.78
5249,5.31
5250,12.1
5251,33.04
5252,5.92
5253,70.63
5254,28.2
5255,11.35
5256,1.17
5257,36.51
5258,79.81
5259,17.7
5260,11.3
5261,25.49
5262,2.16
5263,60.26
5264,88.42
5265,6.04
5266,27.57
5267,25.81
5268,6.56
5269,3.09
5270,25.2404
5271,4.65
5272,57.55
5273,0.46
5274,2.34
5275,6.38
5276,25.58
5277,4.99
5278,29.65
5279,79.88
5280,50.71
5281,181.42
5282,42.48
5283,15.65
5284,5.71
5285,20.25
5286,25.1273
5287,12.92
5288,231.54
5289,10.45
5290,8.87
5291,1.4
5292,210.7
5293,26.78
5294,18.39
5295,52.13
5296,15.43
5297,35.83
5298,5.7606
5299,18.21
5300,35.28
5301,10.7874
5302,74.0963
5303,24.0
5304,0.92
5305,0.82
5306,2.78
5307,13.95
5308,13.0
5309,6.9
5310,31.57
5311,4.2
5312,25.9
5313,62.0
5314,19.71
5315,13.98
5316,159.0
5317,11.13
5318,2.95
5319,25.63
5320,27.06
5321,11.43
5322,62.35
5323,22.19
5324,5.39
5325,14.025
5326,1.6
5327,2.14
5328,49.42
5329,24.83
5330,9.82
5331,8.27
5332,0.3017
5333,47.02
5334,6.32
5335,11.25
5336,106.56
5337,1.79
5338,24.35
5339,25.2
5340,26.0
5341,19.6
5342,26.5
5343,16.51
5344,36.39
5345,3.025
5346,27.35
5347,192.0
5348,4.81
5349,1.09
5350,25.2067
5351,39.6016
5352,1.2
5353,30.85
5354,11.52
5355,124.56
5356,16.9
5357,55.35
5358,37.04
5359,116.64
5360,1.89
5361,9.18
5362,9.32
5363,23.12
5364,1.31
5365,3.88
5366,41.98
5367,15.45
5368,3.44
5369,57.45
5370,70.65
5371,58.21
5372,20.8
5373,59.76
5374,17.38
5375,38.3
5376,25.97
5377,5.6
5378,24.58
5379,35.76
5380,45.02
5381,37.91
5382,16.44
5383,139.71
5384,42.87
5385,14.78
5386,23.06
5387,80.04
5388,141.99
5389,1.7
5390,4.39
5391,14.74
5392,25.0774
5393,241.07
5394,1.18
5395,143.31
5396,86.59
5397,90.3
5398,12.86
5399,140.46
5400,47.35
5401,10.98
5402,34.83
5403,45.12
5404,14.07
5405,201.07
5406,23.4
5407,16.41
5408,353.76
5409,17.42
5410,16.18
5411,9.04
5412,87.17
5413,3.41
5414,32.49
5415,80.28
5416,10.9
5417,5.26
5418,78.08
5419,20.4
5420,13.41
5421,39.34
5422,17.8266
5423,258.39
5424,2.76
5425,63.03
5426,78.02
5427,54.1505
5428,79.51
5429,12.39
5430,5.08
5431,36.1
5432,72.51
5433,35.0
5434,21.51
5435,40.49
5436,27.35
5437,60.98
5438,43.58
5439,29.13
5440,36.47
5441,3.3249
5442,25.87
5443,3.29
5444,286.48
5445,12.16
5446,27.65
5447,13.13
5448,9.98
5449,1.61
5450,63.4
5451,12.96
5452,35.4
5453,439.26
5454,182.05
5455,10.9
5456,21.85
5457,10.82
5458,11.32
5459,14.09
5460,10.9
5461,37.66
5462,1.4488
5463,14.0
5464,25.05
5465,30.26
5466,16.07
5467,20.3
5468,239.96
5469,26.58
5470,25.55
5471,40.4
5472,108.4
5473,4.25
5474,37.4642
5475,20.6667
5476,11.38
5477,124.85
5478,22.19
5479,44.94
5480,15.4
5481,10.69
5482,20.86
5483,4.01
5484,1.77
5485,4.6
5486,145.64
5487,147.2
5488,25.17
5489,45.42
5490,221.6
5491,13.42
5492,1.16
5493,45.965
5494,20.99
5495,21.83
5496,14.85
5497,7.58
5498,16.25
5499,43.65
5500,25.26
5501,22.4253
5502,33.6
5503,43.28
5504,151.31
5505,64.63
5506,46.11
5507,44.65
5508,3.25
5509,114.0
5510,366.52
5511,3.95
5512,10.975
5513,14.025
5514,10.6
5515,65.62
5516,7.8398
5517,18.62
5518,14.49
5519,14.67
5520,3.85
5521,27.35
5522,62.44
5523,15.99
5524,8.04
5525,42.6666
5526,1.08
5527,7.375
5528,5.52
5529,47.29
5530,0.88
5531,17.88
5532,42.37
5533,12.03
5534,15.39
5535,13.48
5536,20.04
5537,1.08
5538,8.07
5539,88.35
5540,14.18
5541,112.66
5542,292.85
5543,258.18
5544,11.72
5545,21.39
5546,24.18
5547,25.2067
5548,11.91
5549,6.32
5550,12.13
5551,10.42
5552,8.51
5553,22.51
5554,43.39
5555,571.94
5556,18.36
5557,6.825
5558,4.67
5559,32.1
5560,32.51
5561,79.15
5562,3.1
5563,24.8125
5564,22.21
5565,4.405
5566,3.01
5567,27.09
5568,11.8
5569,18.38
5570,7.3
5571,0.45
5572,7.59
5573,532.61
5574,64.8
5575,64.98
5576,14.22
5577,0.18
5578,39.88
5579,1.432
5580,60.02
5581,6.79
5582,69.5
5583,26.96
5584,45.52
5585,15.83
5586,58.75
5587,9.85
5588,22.35
5589,99.54
5590,9.52
5591,59.36
5592,17.53
5593,1.02
5594,3.1
5595,148.37
5596,181.9
5597,16.03
5598,17.2491
5599,9.84
5600,2.4
5601,27.06
5602,19.46
5603,35.12
5604,45.5405
5605,24.6
5606,27.895
5607,1.86
5608,24.5
5609,50.2
5610,6.59
5611,1.78
5612,31.73
5613,48.05
5614,16.3
5615,45.79
5616,7.67
5617,26.08
5618,32.23
5619,13.09
5620,20.3
5621,1.72
5622,122.85
5623,3.63
5624,17.43
5625,1.77
5626,25.6
5627,109.42
5628,0.8
5629,49.43
5630,28.55
5631,4.92
5632,2.3
5633,17.0
5634,46.57
5635,58.55
5636,2.9594
5637,20.3
5638,0.6815
5639,76.8
5640,50.54
5641,6.37
5642,18.95
5643,10.3
5644,149.07
5645,54.65
5646,26.14
5647,1.0
5648,1.35
5649,31.87
5650,14.29
5651,26.44
5652,25.45
5653,1.28
5654,74.91
5655,25.015
5656,115.29
5657,65.64
5658,20.09
5659,86.03
5660,1.9565
5661,4.29
5662,1.97
5663,2.36
5664,48.5
5665,77.8
5666,17.62
5667,58.0
5668,4.81
5669,0.41
5670,13.4444
5671,44.85
5672,24.23
5673,2.16
5674,9.25
5675,13.52
5676,78.74
5677,9.62
5678,21.6451
5679,2.12
5680,51.12
5681,0.605
5682,15.1
5683,44.87
5684,71.46
5685,61.09
5686,10.4
5687,10.3
5688,8.62
5689,5.9
5690,14.68
5691,95.13
5692,5.42
5693,0.8557
5694,4.48
5695,5.09
5696,6.32
5697,28.53
5698,21.3
5699,7.605
5700,87.46
5701,3.5601
5702,17.62
5703,0.697
5704,20.35
5705,36.56
5706,1.08
5707,0.8725
5708,12.29
5709,212.38
5710,21.4301
5711,13.74
5712,49.9
5713,95.79
5714,12.75
5715,236.34
5716,27.84
5717,1.35
5718,15.06
5719,61.08
5720,97.85
5721,91.54
5722,4.0577
5723,109.49
5724,22.9
5725,61.33
5726,20.1
5727,26.18
5728,741.08
5729,1.07
5730,39.41
5731,6.73
5732,52.05
5733,127.29
5734,24.5
5735,13.02
5736,0.8555
5737,28.8
5738,11.7
5739,71.6343
5740,13.75
5741,20.85
5742,19.01
5743,47.46
5744,69.38
5745,187.12
5746,20.53
5747,19.6
5748,27.76
5749,26.43
5750,16.75
5751,15.39
5752,23.96
5753,63.36
5754,43.77
5755,20.93
5756,0.1205
5757,11.84
5758,1.92
5759,46.59
5760,4.86
5761,5.87
5762,20.099
5763,71.81
5764,11.17
5765,12.48
5766,28.85
5767,19.39
5768,40.6547
5769,51.9
5770,38.49
5771,4.44
5772,19.5
5773,64.19
5774,4.34
5775,84.74
5776,8.15
5777,12.6963
5778,14.84
5779,0.3649
5780,18.98
5781,3.49
5782,290.57
5783,33.79
5784,19.58
5785,49.18
5786,3.9
